text,category
Mastering Reiki Level 1. Master Reiki Level 1 in this intensive masterclass. We focus on energy healing and self-treatment basics for all levels.,Wellness & Mind
Introduction to Sound Healing. Learn the art of Sound Healing. Join our expert-led session to master using Tibetan singing bowls for relaxation.,Wellness & Mind
The Art of Himalayan Yoga Flow. Traditional Himalayan Yoga Flow session. Connect with the roots of connecting movement with high-altitude energy.,Wellness & Mind
Tai Chi Basics: Beginner to Pro. Traditional Tai Chi Basics session. Connect with the roots of gentle flowing movements for balance.,Wellness & Mind
Traditional Himalayan Yoga Flow Class. Learn the art of Himalayan Yoga Flow. Join our expert-led session to master connecting movement with high-altitude energy.,Wellness & Mind
Journaling for Clarity Experience. Traditional Journaling for Clarity session. Connect with the roots of structured prompts to reduce anxiety.,Wellness & Mind
Ayurvedic Nutrition Workshop. An immersive experience in Ayurvedic Nutrition. Perfect for those interested in eating for your unique body constitution.,Wellness & Mind
Introduction to Pranayama Breathwork. An immersive experience in Pranayama Breathwork. Perfect for those interested in ancient techniques for nervous system calm.,Wellness & Mind
Ayurvedic Nutrition: Beginner to Pro. Traditional Ayurvedic Nutrition session. Connect with the roots of eating for your unique body constitution.,Wellness & Mind
Traditional Reiki Level 1 Class. Traditional Reiki Level 1 session. Connect with the roots of energy healing and self-treatment basics.,Wellness & Mind
Mastering Tai Chi Basics. Learn the art of Tai Chi Basics. Join our expert-led session to master gentle flowing movements for balance.,Wellness & Mind
Mastering Pranayama Breathwork. An immersive experience in Pranayama Breathwork. Perfect for those interested in ancient techniques for nervous system calm.,Wellness & Mind
Pranayama Breathwork: Beginner to Pro. Practical Pranayama Breathwork workshop. Hands-on learning focused on ancient techniques for nervous system calm.,Wellness & Mind
Traditional Himalayan Yoga Flow Class. Practical Himalayan Yoga Flow workshop. Hands-on learning focused on connecting movement with high-altitude energy.,Wellness & Mind
Sound Healing Experience. Practical Sound Healing workshop. Hands-on learning focused on using Tibetan singing bowls for relaxation.,Wellness & Mind
Pranayama Breathwork: Beginner to Pro. Traditional Pranayama Breathwork session. Connect with the roots of ancient techniques for nervous system calm.,Wellness & Mind
Vipassana Meditation: Beginner to Pro. Discover the secrets of Vipassana Meditation. This interactive workshop covers mindfulness and breath awareness techniques and more.,Wellness & Mind
Introduction to Reiki Level 1. Learn the art of Reiki Level 1. Join our expert-led session to master energy healing and self-treatment basics.,Wellness & Mind
The Art of Vipassana Meditation. Learn the art of Vipassana Meditation. Join our expert-led session to master mindfulness and breath awareness techniques.,Wellness & Mind
Journaling for Clarity Workshop. An immersive experience in Journaling for Clarity. Perfect for those interested in structured prompts to reduce anxiety.,Wellness & Mind
The Art of Sound Healing. An immersive experience in Sound Healing. Perfect for those interested in using Tibetan singing bowls for relaxation.,Wellness & Mind
Himalayan Yoga Flow Workshop. Unleash your creativity with Himalayan Yoga Flow. A dedicated space for connecting movement with high-altitude energy.,Wellness & Mind
Forest Bathing Experience. Unleash your creativity with Forest Bathing. A dedicated space for reconnecting with nature in the hills of Shivapuri.,Wellness & Mind
Mastering Himalayan Yoga Flow. Unleash your creativity with Himalayan Yoga Flow. A dedicated space for connecting movement with high-altitude energy.,Wellness & Mind
The Art of Vipassana Meditation. Practical Vipassana Meditation workshop. Hands-on learning focused on mindfulness and breath awareness techniques.,Wellness & Mind
Mastering Tai Chi Basics. Discover the secrets of Tai Chi Basics. This interactive workshop covers gentle flowing movements for balance and more.,Wellness & Mind
The Art of Journaling for Clarity. Unleash your creativity with Journaling for Clarity. A dedicated space for structured prompts to reduce anxiety.,Wellness & Mind
The Art of Forest Bathing. An immersive experience in Forest Bathing. Perfect for those interested in reconnecting with nature in the hills of Shivapuri.,Wellness & Mind
Traditional Vipassana Meditation Class. Learn the art of Vipassana Meditation. Join our expert-led session to master mindfulness and breath awareness techniques.,Wellness & Mind
Himalayan Yoga Flow Experience. An immersive experience in Himalayan Yoga Flow. Perfect for those interested in connecting movement with high-altitude energy.,Wellness & Mind
Tai Chi Basics Experience. Master Tai Chi Basics in this intensive masterclass. We focus on gentle flowing movements for balance for all levels.,Wellness & Mind
Traditional Journaling for Clarity Class. Practical Journaling for Clarity workshop. Hands-on learning focused on structured prompts to reduce anxiety.,Wellness & Mind
The Art of Vipassana Meditation. An immersive experience in Vipassana Meditation. Perfect for those interested in mindfulness and breath awareness techniques.,Wellness & Mind
Mastering Vipassana Meditation. Learn the art of Vipassana Meditation. Join our expert-led session to master mindfulness and breath awareness techniques.,Wellness & Mind
Traditional Himalayan Yoga Flow Class. Unleash your creativity with Himalayan Yoga Flow. A dedicated space for connecting movement with high-altitude energy.,Wellness & Mind
Traditional Journaling for Clarity Class. Traditional Journaling for Clarity session. Connect with the roots of structured prompts to reduce anxiety.,Wellness & Mind
Traditional Aromatherapy Essentials Class. Discover the secrets of Aromatherapy Essentials. This interactive workshop covers blending oils for sleep and focus and more.,Wellness & Mind
The Art of Tai Chi Basics. Unleash your creativity with Tai Chi Basics. A dedicated space for gentle flowing movements for balance.,Wellness & Mind
Pranayama Breathwork: Beginner to Pro. Traditional Pranayama Breathwork session. Connect with the roots of ancient techniques for nervous system calm.,Wellness & Mind
Mastering Vipassana Meditation. Traditional Vipassana Meditation session. Connect with the roots of mindfulness and breath awareness techniques.,Wellness & Mind
Himalayan Yoga Flow Experience. Practical Himalayan Yoga Flow workshop. Hands-on learning focused on connecting movement with high-altitude energy.,Wellness & Mind
The Art of Forest Bathing. Practical Forest Bathing workshop. Hands-on learning focused on reconnecting with nature in the hills of Shivapuri.,Wellness & Mind
Journaling for Clarity Workshop. Discover the secrets of Journaling for Clarity. This interactive workshop covers structured prompts to reduce anxiety and more.,Wellness & Mind
Mastering Reiki Level 1. Discover the secrets of Reiki Level 1. This interactive workshop covers energy healing and self-treatment basics and more.,Wellness & Mind
Traditional Ayurvedic Nutrition Class. Learn the art of Ayurvedic Nutrition. Join our expert-led session to master eating for your unique body constitution.,Wellness & Mind
Mastering Reiki Level 1. Traditional Reiki Level 1 session. Connect with the roots of energy healing and self-treatment basics.,Wellness & Mind
Forest Bathing: Beginner to Pro. Discover the secrets of Forest Bathing. This interactive workshop covers reconnecting with nature in the hills of Shivapuri and more.,Wellness & Mind
Mastering Pranayama Breathwork. Practical Pranayama Breathwork workshop. Hands-on learning focused on ancient techniques for nervous system calm.,Wellness & Mind
The Art of Ayurvedic Nutrition. Discover the secrets of Ayurvedic Nutrition. This interactive workshop covers eating for your unique body constitution and more.,Wellness & Mind
Mastering Sound Healing. Practical Sound Healing workshop. Hands-on learning focused on using Tibetan singing bowls for relaxation.,Wellness & Mind
Mastering Himalayan Yoga Flow. Master Himalayan Yoga Flow in this intensive masterclass. We focus on connecting movement with high-altitude energy for all levels.,Wellness & Mind
Ayurvedic Nutrition Experience. Practical Ayurvedic Nutrition workshop. Hands-on learning focused on eating for your unique body constitution.,Wellness & Mind
Forest Bathing Workshop. Discover the secrets of Forest Bathing. This interactive workshop covers reconnecting with nature in the hills of Shivapuri and more.,Wellness & Mind
Sound Healing: Beginner to Pro. Practical Sound Healing workshop. Hands-on learning focused on using Tibetan singing bowls for relaxation.,Wellness & Mind
Vipassana Meditation Workshop. Master Vipassana Meditation in this intensive masterclass. We focus on mindfulness and breath awareness techniques for all levels.,Wellness & Mind
Ayurvedic Nutrition Workshop. An immersive experience in Ayurvedic Nutrition. Perfect for those interested in eating for your unique body constitution.,Wellness & Mind
Ayurvedic Nutrition Workshop. Discover the secrets of Ayurvedic Nutrition. This interactive workshop covers eating for your unique body constitution and more.,Wellness & Mind
The Art of Vipassana Meditation. Unleash your creativity with Vipassana Meditation. A dedicated space for mindfulness and breath awareness techniques.,Wellness & Mind
Reiki Level 1 Workshop. Practical Reiki Level 1 workshop. Hands-on learning focused on energy healing and self-treatment basics.,Wellness & Mind
Aromatherapy Essentials: Beginner to Pro. An immersive experience in Aromatherapy Essentials. Perfect for those interested in blending oils for sleep and focus.,Wellness & Mind
Mastering Journaling for Clarity. Discover the secrets of Journaling for Clarity. This interactive workshop covers structured prompts to reduce anxiety and more.,Wellness & Mind
